country,year,migration_no,iso_alpha
Guinea,2003,5,GIN
Iceland,2003,5,ISL
Jamaica,2003,5,JAM
Mauritania,2003,5,MRT
Morocco,2003,5,MAR
Mozambique,2003,5,MOZ
Nauru,2003,5,NRU
New Caledonia,2003,5,NCL
Paraguay,2003,5,PRY
Qatar,2003,5,QAT
Reunion,2003,5,REU
Saudi Arabia,2003,5,SAU
Senegal,2003,5,SEN
Yemen,2003,5,YEM
Bangladesh,2003,5,BGD
Canada,2003,5,CAN
Chile,2003,5,CHL
Colombia,2003,5,COL
Croatia,2003,5,HRV
Cyprus,2003,5,CYP
Finland,2003,5,FIN
France,2003,5,FRA
Greece,2003,5,GRC
Iran,2003,5,IRN
Israel,2003,5,ISR
Japan,2003,5,JPN
Kazakhstan,2003,5,KAZ
Korea,2003,5,PRK
Latvia,2003,5,LVA
Lebanon,2003,5,LBN
Malaysia,2003,5,MYS
Malta,2003,5,MLT
Mexico,2003,5,MEX
Myanmar,2003,5,MMR
Nepal,2003,5,NPL
Netherlands,2003,5,NLD
Norway,2003,5,NOR
Pakistan,2003,5,PAK
Papua New Guinea,2003,5,PNG
Poland,2003,5,POL
Portugal,2003,5,PRT
Romania,2003,5,ROU
Russian Federation,2003,5,RUS
Sierra Leone,2003,5,SLE
Singapore,2003,5,SGP
Spain,2003,5,ESP
Sweden,2003,5,SWE
Switzerland,2003,5,CHE
Vietnam,2003,5,VNM
Zimbabwe,2003,5,ZWE
Gibraltar,2003,6,GIB
Bahamas,2003,6,BHS
Costa Rica,2003,6,CRI
Italy,2003,6,ITA
Kiribati,2003,7,KIR
Tunisia,2003,7,TUN
Mongolia,2003,7,MNG
Vanuatu,2003,7,VUT
United States of America,2003,7,USA
Madagascar,2003,8,MDG
Armenia,2003,8,ARM
Eritrea,2003,8,ERI
Maldives,2003,8,MDV
Philippines,2003,8,PHL
Guam,2003,9,GUM
Sudan,2003,9,SDN
Guyana,2003,10,GUY
Lithuania,2003,10,LTU
Samoa,2003,10,WSM
Kuwait,2003,11,KWT
Malawi,2003,11,MWI
India,2003,12,IND
Azerbaijan,2003,13,AZE
Slovenia,2003,13,SVN
Uganda,2003,13,UGA
Solomon Islands,2003,14,SLB
Trinidad and Tobago,2003,14,TTO
Oman,2003,15,OMN
Turkey,2003,15,TUR
Kyrgyzstan,2003,16,KGZ
Tonga,2003,16,TON
Moldova,2003,19,MDA
Tanzania,2003,19,TZA
Uruguay,2003,19,URY
Uzbekistan,2003,20,UZB
Belarus,2003,22,BLR
Ethiopia,2003,22,ETH
Namibia,2003,24,NAM
Ghana,2003,25,GHA
Tokelau,2003,28,TKL
Seychelles,2003,29,SYC
Syria,2003,29,SYR
Libya,2003,30,LBY
Niue,2003,32,NIU
United Arab Emirates,2003,32,ARE
Fiji,2003,32,FJI
Zambia,2003,44,ZMB
Rwanda,2003,47,RWA
Peru,2003,51,PER
Venezuela,2003,52,VEN
Belgium,2003,54,BEL
Brunei Darussalam,2003,54,BRN
Ecuador,2003,55,ECU
Iraq,2003,55,IRQ
Burundi,2003,59,BDI
Indonesia,2003,59,IDN
Czech Republic,2003,62,CZE
Slovakia,2003,63,SVK
Bulgaria,2003,64,BGR
Austria,2003,66,AUT
Hungary,2003,70,HUN
Denmark,2003,73,DNK
Sri Lanka,2003,103,LKA
Cook Islands,2003,108,COK
United Kingdom,2003,117,GBR
Liberia,2003,118,LBR
"Korea, Republic of",2003,123,KOR
Brazil,2003,127,BRA
Bosnia and Herzegovina,2003,131,BIH
Nigeria,2003,133,NGA
Ukraine,2003,139,UKR
Congo,2003,140,COG
Jordan,2003,182,JOR
Somalia,2003,224,SOM
China,2003,229,CHN
Mauritius,2003,265,MUS
Argentina,2003,357,ARG
Kenya,2003,364,KEN
Thailand,2003,464,THA
Cambodia,2003,636,KHM
Egypt,2003,819,EGY
Taiwan,2003,824,TWN
Ireland,2003,851,IRL
Afghanistan,2003,1253,AFG
Germany,2003,1359,DEU
South Africa,2003,7578,ZAF
New Zealand,2003,14425,NZL
Guam,2004,5,GUM
Tajikistan,2004,5,TJK
Turkmenistan,2004,5,TKM
Mauritania,2004,5,MRT
Tunisia,2004,5,TUN
Angola,2004,5,AGO
Benin,2004,5,BEN
Central African Republic,2004,5,CAF
Chad,2004,5,TCD
Gabon,2004,5,GAB
Gambia,2004,5,GMB
Madagascar,2004,5,MDG
Mali,2004,5,MLI
Bermuda,2004,5,BMU
Bahamas,2004,5,BHS
Barbados,2004,5,BRB
Belize,2004,5,BLZ
Cayman Islands,2004,5,CYM
Dominica,2004,5,DMA
Falkland Islands,2004,5,FLK
Grenada,2004,5,GRD
Guadeloupe,2004,5,FRA
Guatemala,2004,5,GTM
Nicaragua,2004,5,NIC
Puerto Rico,2004,5,PRI
Suriname,2004,5,SUR
Cote d'Ivoire,2004,5,CIV
"Micronesia, Federated States of",2004,5,FSM
"Virgin Islands, British ",2004,5,VGB
Réunion,2004,5,REU
American Samoa,2004,5,ASM
Afghanistan,2004,5,AFG
Algeria,2004,5,DZA
Armenia,2004,5,ARM
Azerbaijan,2004,5,AZE
Bahrain,2004,5,BHR
Cameroon,2004,5,CMR
Costa Rica,2004,5,CRI
Cuba,2004,5,CUB
Cyprus,2004,5,CYP
El Salvador,2004,5,SLV
Estonia,2004,5,EST
Ethiopia,2004,5,ETH
Georgia,2004,5,GEO
Guyana,2004,5,GUY
Honduras,2004,5,HND
Iceland,2004,5,ISL
Korea,2004,5,PRK
Kuwait,2004,5,KWT
Malawi,2004,5,MWI
New Caledonia,2004,5,NCL
Niger,2004,5,NGA
Panama,2004,5,PAN
Rwanda,2004,5,RWA
Samoa,2004,5,WSM
Saudi Arabia,2004,5,SAU
Sudan,2004,5,SDN
Tuvalu,2004,5,TUV
Vatican City,2004,5,VAT
Yemen,2004,5,YEM
Bangladesh,2004,5,BGD
Canada,2004,5,CAN
Colombia,2004,5,COL
Croatia,2004,5,HRV
Finland,2004,5,FIN
Greece,2004,5,GRC
India,2004,5,IND
Iran,2004,5,IRN
Lebanon,2004,5,LBN
Malaysia,2004,5,MYS
Malta,2004,5,MLT
Mauritius,2004,5,MUS
Myanmar,2004,5,MMR
Pakistan,2004,5,PAK
Peru,2004,5,PER
Poland,2004,5,POL
Russian Federation,2004,5,RUS
Spain,2004,5,ESP
Taiwan,2004,5,TWN
Thailand,2004,5,THA
Turkey,2004,5,TUR
Ukraine,2004,5,UKR
Vietnam,2004,5,VNM
Gibraltar,2004,6,GIB
Luxembourg,2004,6,LUX
Dominican Republic,2004,6,DOM
Paraguay,2004,6,PRY
Bolivia,2004,6,BOL
United Arab Emirates,2004,6,ARE
Kiribati,2004,7,KIR
Senegal,2004,7,SEN
Mongolia,2004,7,MNG
Morocco,2004,7,MAR
Mozambique,2004,7,MOZ
Vanuatu,2004,7,VUT
Ecuador,2004,8,ECU
Oman,2004,8,OMN
Trinidad and Tobago,2004,8,TTO
Argentina,2004,8,ARG
Djibouti,2004,9,DJI
Lesotho,2004,9,LSO
Togo,2004,9,TGO
Jamaica,2004,9,JAM
Albania,2004,10,ALB
Nauru,2004,10,NRU
Netherlands,2004,10,NLD
Philippines,2004,10,PHL
Qatar,2004,11,QAT
Moldova,2004,11,MDA
Tanzania,2004,11,TZA
Italy,2004,11,ITA
French Polynesia,2004,12,PYF
Botswana,2004,12,BWA
Seychelles,2004,12,SYC
Slovenia,2004,13,SVN
Tonga,2004,13,TON
Fiji,2004,13,FJI
Kyrgyzstan,2004,14,KGZ
United States of America,2004,14,USA
Lithuania,2004,16,LTU
Uruguay,2004,16,URY
Latvia,2004,20,LVA
Uganda,2004,22,UGA
Maldives,2004,23,MDV
Belarus,2004,23,BLR
Indonesia,2004,23,IDN
Libya,2004,24,LBY
Kazakhstan,2004,24,KAZ
Tokelau,2004,27,TKL
Namibia,2004,27,NAM
Ghana,2004,29,GHA
Uzbekistan,2004,29,UZB
Brunei Darussalam,2004,30,BRN
Zambia,2004,31,ZMB
"Korea, Republic of",2004,33,KOR
Sri Lanka,2004,34,LKA
Niue,2004,35,NIU
Solomon Islands,2004,35,SLB
Syria,2004,42,SYR
Bulgaria,2004,51,BGR
Iraq,2004,54,IRQ
China,2004,56,CHN
Austria,2004,58,AUT
Papua New Guinea,2004,59,PNG
Belgium,2004,63,BEL
Chile,2004,64,CHL
Norway,2004,65,NOR
Czech Republic,2004,68,CZE
Slovakia,2004,69,SVK
Mexico,2004,69,MEX
Hungary,2004,75,HUN
Denmark,2004,83,DNK
Cook Islands,2004,91,COK
Portugal,2004,93,PRT
Bosnia and Herzegovina,2004,108,BIH
Côte d'Ivoire,2004,111,CIV
Nigeria,2004,113,NGA
United Kingdom,2004,126,GBR
Eritrea,2004,133,ERI
Romania,2004,137,ROU
Venezuela,2004,138,VEN
Switzerland,2004,139,CHE
Sweden,2004,141,SWE
Guinea,2004,154,GIN
Jordan,2004,211,JOR
Brazil,2004,212,BRA
Somalia,2004,257,SOM
Burundi,2004,262,BDI
Congo,2004,285,COG
Kenya,2004,319,KEN
France,2004,355,FRA
Israel,2004,408,ISR
Nepal,2004,421,NPL
Sierra Leone,2004,642,SLE
Cambodia,2004,699,KHM
Liberia,2004,851,LBR
Japan,2004,878,JPN
Zimbabwe,2004,935,ZWE
Egypt,2004,957,EGY
Ireland,2004,1000,IRL
Germany,2004,1502,DEU
Singapore,2004,3189,SGP
South Africa,2004,6313,ZAF
New Zealand,2004,17358,NZL
Guam,2005,5,GUM
Kiribati,2005,5,KIR
Marshall Islands,2005,5,MHL
Palau,2005,5,PLW
Tuvalu,2005,5,TUV
Greenland,2005,5,GRL
Iceland,2005,5,ISL
Luxembourg,2005,5,LUX
Monaco,2005,5,MCO
Tajikistan,2005,5,TJK
Mauritania,2005,5,MRT
Benin,2005,5,BEN
Chad,2005,5,TCD
Djibouti,2005,5,DJI
Gabon,2005,5,GAB
Gambia,2005,5,GMB
Guinea-Bissau,2005,5,GNB
Lesotho,2005,5,LSO
Madagascar,2005,5,MDG
Mali,2005,5,MLI
Togo,2005,5,TGO
Antigua and Barbuda,2005,5,ATG
Bahamas,2005,5,BHS
Cayman Islands,2005,5,CYM
Falkland Islands,2005,5,FLK
French Guiana,2005,5,GUF
Grenada,2005,5,GRD
Haiti,2005,5,HTI
Honduras,2005,5,HND
Montserrat,2005,5,MSR
Puerto Rico,2005,5,PRI
Suriname,2005,5,SUR
Turks and Caicos Islands,2005,5,TCA
Cote d'Ivoire,2005,5,CIV
Comoros,2005,5,COM
Réunion,2005,5,REU
American Samoa,2005,5,ASM
British Indian Ocean Terr,2005,5,IOT
Korea,2005,5,PRK
Algeria,2005,5,DZA
Armenia,2005,5,ARM
Bahrain,2005,5,BHR
Bhutan,2005,5,BTN
Bolivia,2005,5,BOL
Congo,2005,5,COG
Costa Rica,2005,5,CRI
Cuba,2005,5,CUB
Cyprus,2005,5,CYP
Dominica,2005,5,DMA
Dominican Republic,2005,5,DOM
El Salvador,2005,5,SLV
Eritrea,2005,5,ERI
French Polynesia,2005,5,PYF
Georgia,2005,5,GEO
Guatemala,2005,5,GTM
Guyana,2005,5,GUY
Jamaica,2005,5,JAM
Kuwait,2005,5,KWT
Mongolia,2005,5,MNG
Morocco,2005,5,MAR
New Caledonia,2005,5,NCL
Nicaragua,2005,5,NIC
Qatar,2005,5,QAT
Samoa,2005,5,WSM
Sierra Leone,2005,5,SLE
Solomon Islands,2005,5,SLB
Trinidad and Tobago,2005,5,TTO
Tunisia,2005,5,TUN
Turkmenistan,2005,5,TKM
Albania,2005,5,ALB
Bangladesh,2005,5,BGD
Canada,2005,5,CAN
Colombia,2005,5,COL
Denmark,2005,5,DNK
Finland,2005,5,FIN
Iran,2005,5,IRN
Italy,2005,5,ITA
Japan,2005,5,JPN
Lebanon,2005,5,LBN
Myanmar,2005,5,MMR
Nauru,2005,5,NRU
Nepal,2005,5,NPL
Netherlands,2005,5,NLD
Papua New Guinea,2005,5,PNG
Poland,2005,5,POL
Portugal,2005,5,PRT
Russian Federation,2005,5,RUS
Singapore,2005,5,SGP
Spain,2005,5,ESP
Syria,2005,5,SYR
Thailand,2005,5,THA
Turkey,2005,5,TUR
Ukraine,2005,5,UKR
Vietnam,2005,5,VNM
Gibraltar,2005,6,GIB
Cameroon,2005,6,CMR
Niger,2005,6,NGA
Philippines,2005,6,PHL
Yemen,2005,7,YEM
Estonia,2005,7,EST
Oman,2005,7,OMN
Angola,2005,8,AGO
Barbados,2005,8,BRB
Azerbaijan,2005,8,AZE
Paraguay,2005,8,PRY
Bermuda,2005,9,BMU
Ecuador,2005,9,ECU
Moldova,2005,9,MDA
Sudan,2005,9,SDN
Uganda,2005,9,UGA
United States of America,2005,9,USA
Latvia,2005,10,LVA
Lithuania,2005,10,LTU
Malawi,2005,11,MWI
Saudi Arabia,2005,11,SAU
Somalia,2005,11,SOM
India,2005,11,IND
Panama,2005,12,PAN
Sri Lanka,2005,13,LKA
Senegal,2005,14,SEN
Mozambique,2005,15,MOZ
Botswana,2005,16,BWA
Maldives,2005,17,MDV
Croatia,2005,17,HRV
United Arab Emirates,2005,17,ARE
Kyrgyzstan,2005,18,KGZ
Uzbekistan,2005,18,UZB
Indonesia,2005,18,IDN
Namibia,2005,20,NAM
Uruguay,2005,20,URY
Ethiopia,2005,21,ETH
Tanzania,2005,21,TZA
Fiji,2005,21,FJI
Tonga,2005,22,TON
Slovenia,2005,23,SVN
Vanuatu,2005,24,VUT
Niue,2005,25,NIU
Kazakhstan,2005,27,KAZ
Libya,2005,28,LBY
China,2005,28,CHN
Seychelles,2005,29,SYC
Tokelau,2005,31,TKL
Malta,2005,32,MLT
Greece,2005,34,GRC
Belarus,2005,36,BLR
Iraq,2005,41,IRQ
Chile,2005,42,CHL
"Korea, Republic of",2005,42,KOR
Brunei Darussalam,2005,48,BRN
Ghana,2005,48,GHA
Bulgaria,2005,49,BGR
Zambia,2005,50,ZMB
Côte d'Ivoire,2005,56,CIV
Slovakia,2005,61,SVK
Nigeria,2005,61,NGA
Austria,2005,67,AUT
Rwanda,2005,68,RWA
Norway,2005,74,NOR
United Kingdom,2005,74,GBR
Hungary,2005,77,HUN
Belgium,2005,85,BEL
Cook Islands,2005,98,COK
Czech Republic,2005,102,CZE
Guinea,2005,103,GIN
Bosnia and Herzegovina,2005,120,BIH
Mexico,2005,121,MEX
Sweden,2005,124,SWE
Romania,2005,130,ROU
Switzerland,2005,136,CHE
Jordan,2005,178,JOR
Argentina,2005,185,ARG
Venezuela,2005,188,VEN
Peru,2005,203,PER
Brazil,2005,274,BRA
Israel,2005,349,ISR
Kenya,2005,353,KEN
France,2005,372,FRA
Mauritius,2005,428,MUS
Burundi,2005,443,BDI
Liberia,2005,567,LBR
Cambodia,2005,671,KHM
Taiwan,2005,710,TWN
Egypt,2005,913,EGY
Zimbabwe,2005,1004,ZWE
Pakistan,2005,1156,PAK
Ireland,2005,1194,IRL
Germany,2005,1631,DEU
Afghanistan,2005,2567,AFG
Malaysia,2005,4172,MYS
South Africa,2005,5512,ZAF
New Zealand,2005,19046,NZL
Guam,2006,5,GUM
Northern Mariana Islands,2006,5,MNP
Tuvalu,2006,5,TUV
Wallis and Futuna,2006,5,WLF
Liechtenstein,2006,5,LIE
Luxembourg,2006,5,LUX
Tajikistan,2006,5,TJK
Mauritania,2006,5,MRT
Burkina Faso,2006,5,BFA
Central African Republic,2006,5,CAF
Chad,2006,5,TCD
Gabon,2006,5,GAB
Lesotho,2006,5,LSO
Mali,2006,5,MLI
Bhutan,2006,5,BTN
Bermuda,2006,5,BMU
Antigua and Barbuda,2006,5,ATG
Bahamas,2006,5,BHS
Belize,2006,5,BLZ
Cayman Islands,2006,5,CYM
Dominican Republic,2006,5,DOM
Falkland Islands,2006,5,FLK
Guadeloupe,2006,5,FRA
Haiti,2006,5,HTI
Honduras,2006,5,HND
Paraguay,2006,5,PRY
Suriname,2006,5,SUR
Cote d'Ivoire,2006,5,CIV
"Micronesia, Federated States of",2006,5,FSM
Faroe Islands,2006,5,FRO
Montenegro,2006,5,MNE
Comoros,2006,5,COM
Réunion,2006,5,REU
Algeria,2006,5,DZA
Andorra,2006,5,AND
Azerbaijan,2006,5,AZE
Barbados,2006,5,BRB
Benin,2006,5,BEN
Cameroon,2006,5,CMR
Congo,2006,5,COG
Costa Rica,2006,5,CRI
Ecuador,2006,5,ECU
Eritrea,2006,5,ERI
French Polynesia,2006,5,PYF
Guatemala,2006,5,GTM
Guyana,2006,5,GUY
Jamaica,2006,5,JAM
Kiribati,2006,5,KIR
Kuwait,2006,5,KWT
Madagascar,2006,5,MDG
Morocco,2006,5,MAR
Mozambique,2006,5,MOZ
Nicaragua,2006,5,NIC
Niger,2006,5,NGA
Panama,2006,5,PAN
Puerto Rico,2006,5,PRI
Qatar,2006,5,QAT
Samoa,2006,5,WSM
Saudi Arabia,2006,5,SAU
Sudan,2006,5,SDN
Turkmenistan,2006,5,TKM
Yemen,2006,5,YEM
Albania,2006,5,ALB
Canada,2006,5,CAN
Chile,2006,5,CHL
China,2006,5,CHN
Colombia,2006,5,COL
Ireland,2006,5,IRL
Israel,2006,5,ISR
Italy,2006,5,ITA
Korea,2006,5,PRK
Lebanon,2006,5,LBN
Malta,2006,5,MLT
Mexico,2006,5,MEX
Netherlands,2006,5,NLD
Norway,2006,5,NOR
Pakistan,2006,5,PAK
Poland,2006,5,POL
Spain,2006,5,ESP
Turkey,2006,5,TUR
Vietnam,2006,5,VNM
Djibouti,2006,6,DJI
Gambia,2006,6,GMB
Iceland,2006,6,ISL
Vanuatu,2006,6,VUT
France,2006,6,FRA
India,2006,6,IND
Bahrain,2006,7,BHR
Sri Lanka,2006,7,LKA
Tonga,2006,7,TON
Senegal,2006,8,SEN
Oman,2006,8,OMN
Sierra Leone,2006,8,SLE
Gibraltar,2006,9,GIB
Armenia,2006,9,ARM
Cuba,2006,9,CUB
Cyprus,2006,9,CYP
Kyrgyzstan,2006,9,KGZ
Latvia,2006,9,LVA
Lithuania,2006,9,LTU
Somalia,2006,9,SOM
Indonesia,2006,9,IDN
Georgia,2006,10,GEO
Trinidad and Tobago,2006,11,TTO
New Caledonia,2006,12,NCL
Tunisia,2006,12,TUN
Bolivia,2006,12,BOL
Namibia,2006,12,NAM
Uruguay,2006,12,URY
El Salvador,2006,13,SLV
Moldova,2006,13,MDA
Uganda,2006,13,UGA
Tokelau,2006,14,TKL
Belarus,2006,15,BLR
Estonia,2006,15,EST
Ethiopia,2006,15,ETH
United States of America,2006,15,USA
Nauru,2006,16,NRU
Seychelles,2006,16,SYC
Solomon Islands,2006,16,SLB
Angola,2006,17,AGO
Maldives,2006,17,MDV
Mongolia,2006,17,MNG
Botswana,2006,18,BWA
Croatia,2006,18,HRV
"Korea, Republic of",2006,19,KOR
Tanzania,2006,21,TZA
United Arab Emirates,2006,21,ARE
Fiji,2006,21,FJI
Uzbekistan,2006,23,UZB
Greece,2006,24,GRC
Malawi,2006,25,MWI
Niue,2006,27,NIU
Kazakhstan,2006,28,KAZ
Iraq,2006,30,IRQ
Libya,2006,32,LBY
Brunei Darussalam,2006,32,BRN
Slovenia,2006,39,SVN
Ghana,2006,41,GHA
Bulgaria,2006,45,BGR
Togo,2006,50,TGO
Syria,2006,52,SYR
Zambia,2006,52,ZMB
Finland,2006,61,FIN
United Kingdom,2006,61,GBR
Serbia,2006,63,SRB
Denmark,2006,66,DNK
Portugal,2006,71,PRT
Slovakia,2006,80,SVK
Belgium,2006,82,BEL
Côte d'Ivoire,2006,85,CIV
Austria,2006,88,AUT
Czech Republic,2006,89,CZE
Rwanda,2006,95,RWA
Myanmar,2006,96,MMR
Argentina,2006,98,ARG
Sweden,2006,107,SWE
Jordan,2006,108,JOR
Cook Islands,2006,114,COK
Bosnia and Herzegovina,2006,120,BIH
Hungary,2006,126,HUN
Papua New Guinea,2006,138,PNG
Ukraine,2006,138,UKR
Switzerland,2006,144,CHE
Nigeria,2006,148,NGA
Guinea,2006,149,GIN
Venezuela,2006,164,VEN
Peru,2006,166,PER
Romania,2006,174,ROU
Brazil,2006,320,BRA
Russian Federation,2006,326,RUS
Kenya,2006,339,KEN
Mauritius,2006,434,MUS
Burundi,2006,442,BDI
Iran,2006,453,IRN
Nepal,2006,496,NPL
Liberia,2006,545,LBR
Thailand,2006,634,THA
Taiwan,2006,678,TWN
Cambodia,2006,773,KHM
Egypt,2006,871,EGY
Japan,2006,1038,JPN
Zimbabwe,2006,1120,ZWE
Germany,2006,1762,DEU
Singapore,2006,1877,SGP
Bangladesh,2006,1920,BGD
Afghanistan,2006,2285,AFG
Philippines,2006,3182,PHL
Malaysia,2006,3838,MYS
South Africa,2006,5970,ZAF
New Zealand,2006,23916,NZL
Guam,2007,5,GUM
Northern Mariana Islands,2007,5,MNP
Andorra,2007,5,AND
Liechtenstein,2007,5,LIE
Monaco,2007,5,MCO
Tajikistan,2007,5,TJK
Turkmenistan,2007,5,TKM
Burkina Faso,2007,5,BFA
Chad,2007,5,TCD
Djibouti,2007,5,DJI
Gambia,2007,5,GMB
Lesotho,2007,5,LSO
Mali,2007,5,MLI
Niger,2007,5,NGA
Bermuda,2007,5,BMU
Belize,2007,5,BLZ
Dominica,2007,5,DMA
Falkland Islands,2007,5,FLK
Grenada,2007,5,GRD
Haiti,2007,5,HTI
Martinique,2007,5,MTQ
Montserrat,2007,5,MSR
Puerto Rico,2007,5,PRI
Suriname,2007,5,SUR
Cote d'Ivoire,2007,5,CIV
"Micronesia, Federated States of",2007,5,FSM
"Virgin Islands, British ",2007,5,VGB
Sao Tomé and Principe,2007,5,STP
American Samoa,2007,5,ASM
British Indian Ocean Terr,2007,5,IOT
Korea,2007,5,PRK
Afghanistan,2007,5,AFG
Algeria,2007,5,DZA
Armenia,2007,5,ARM
Bahamas,2007,5,BHS
Bahrain,2007,5,BHR
Cyprus,2007,5,CYP
Dominican Republic,2007,5,DOM
Gabon,2007,5,GAB
Georgia,2007,5,GEO
Guinea,2007,5,GIN
Honduras,2007,5,HND
Jamaica,2007,5,JAM
Kuwait,2007,5,KWT
Luxembourg,2007,5,LUX
Madagascar,2007,5,MDG
Malawi,2007,5,MWI
Mauritania,2007,5,MRT
Morocco,2007,5,MAR
New Caledonia,2007,5,NCL
Panama,2007,5,PAN
Paraguay,2007,5,PRY
Qatar,2007,5,QAT
Senegal,2007,5,SEN
Sierra Leone,2007,5,SLE
Sudan,2007,5,SDN
Tunisia,2007,5,TUN
Chile,2007,5,CHL
Greece,2007,5,GRC
India,2007,5,IND
Indonesia,2007,5,IDN
Iran,2007,5,IRN
Iraq,2007,5,IRQ
Ireland,2007,5,IRL
Malta,2007,5,MLT
Netherlands,2007,5,NLD
Pakistan,2007,5,PAK
Papua New Guinea,2007,5,PNG
Singapore,2007,5,SGP
Spain,2007,5,ESP
Sri Lanka,2007,5,LKA
Turkey,2007,5,TUR
United States of America,2007,5,USA
Uruguay,2007,5,URY
Réunion,2007,6,REU
Bolivia,2007,6,BOL
Costa Rica,2007,6,CRI
Guatemala,2007,6,GTM
Iceland,2007,6,ISL
Philippines,2007,6,PHL
Kiribati,2007,7,KIR
Cayman Islands,2007,7,CYM
Trinidad and Tobago,2007,7,TTO
Guyana,2007,8,GUY
Nicaragua,2007,8,NIC
Eritrea,2007,8,ERI
Oman,2007,8,OMN
Yemen,2007,8,YEM
China,2007,8,CHN
Cameroon,2007,9,CMR
Ecuador,2007,9,ECU
French Polynesia,2007,10,PYF
Angola,2007,10,AGO
Barbados,2007,10,BRB
Azerbaijan,2007,11,AZE
Saudi Arabia,2007,11,SAU
Gibraltar,2007,12,GIB
Fiji,2007,12,FJI
"Korea, Republic of",2007,12,KOR
Nauru,2007,13,NRU
Montenegro,2007,13,MNE
Cuba,2007,13,CUB
Samoa,2007,13,WSM
Solomon Islands,2007,13,SLB
Estonia,2007,14,EST
Lithuania,2007,14,LTU
Central African Republic,2007,16,CAF
Kyrgyzstan,2007,16,KGZ
Namibia,2007,16,NAM
Italy,2007,16,ITA
Tonga,2007,16,TON
Mongolia,2007,17,MNG
Ethiopia,2007,18,ETH
Moldova,2007,18,MDA
Tanzania,2007,18,TZA
United Arab Emirates,2007,18,ARE
Albania,2007,19,ALB
Belarus,2007,20,BLR
Uganda,2007,20,UGA
Latvia,2007,23,LVA
Benin,2007,24,BEN
El Salvador,2007,24,SLV
Mozambique,2007,25,MOZ
Seychelles,2007,25,SYC
Vanuatu,2007,26,VUT
Bhutan,2007,28,BTN
Serbia,2007,29,SRB
Maldives,2007,30,MDV
Brunei Darussalam,2007,30,BRN
Tokelau,2007,31,TKL
Libya,2007,32,LBY
Uzbekistan,2007,32,UZB
Croatia,2007,33,HRV
Botswana,2007,36,BWA
Congo,2007,39,COG
Syria,2007,39,SYR
Bulgaria,2007,49,BGR
Ghana,2007,51,GHA
Norway,2007,52,NOR
Kazakhstan,2007,54,KAZ
Rwanda,2007,55,RWA
Slovenia,2007,56,SVN
Finland,2007,58,FIN
Slovakia,2007,65,SVK
Zambia,2007,74,ZMB
Austria,2007,77,AUT
Niue,2007,78,NIU
Côte d'Ivoire,2007,79,CIV
Czech Republic,2007,90,CZE
Belgium,2007,91,BEL
United Kingdom,2007,97,GBR
Togo,2007,100,TGO
Argentina,2007,101,ARG
Portugal,2007,104,PRT
Denmark,2007,107,DNK
Bosnia and Herzegovina,2007,125,BIH
Hungary,2007,133,HUN
Myanmar,2007,137,MMR
Ukraine,2007,138,UKR
Jordan,2007,151,JOR
Switzerland,2007,158,CHE
Peru,2007,159,PER
Romania,2007,160,ROU
Somalia,2007,163,SOM
Sweden,2007,165,SWE
Nigeria,2007,170,NGA
Mexico,2007,218,MEX
Lebanon,2007,231,LBN
Burundi,2007,235,BDI
Cook Islands,2007,244,COK
Liberia,2007,257,LBR
Poland,2007,262,POL
Venezuela,2007,265,VEN
Colombia,2007,268,COL
Kenya,2007,335,KEN
Israel,2007,363,ISR
Brazil,2007,437,BRA
France,2007,496,FRA
Russian Federation,2007,555,RUS
Vietnam,2007,556,VNM
Mauritius,2007,561,MUS
Taiwan,2007,633,TWN
Nepal,2007,672,NPL
Thailand,2007,747,THA
Cambodia,2007,752,KHM
Egypt,2007,757,EGY
Canada,2007,790,CAN
Japan,2007,939,JPN
Zimbabwe,2007,1172,ZWE
Germany,2007,1809,DEU
Bangladesh,2007,2260,BGD
Malaysia,2007,4185,MYS
South Africa,2007,7762,ZAF
New Zealand,2007,27619,NZL
New Caledonia,2008,5,NCL
Liechtenstein,2008,5,LIE
Tajikistan,2008,5,TJK
Turkmenistan,2008,5,TKM
Bahrain,2008,5,BHR
Kuwait,2008,5,KWT
Mauritania,2008,5,MRT
Oman,2008,5,OMN
Saudi Arabia,2008,5,SAU
Tunisia,2008,5,TUN
United Arab Emirates,2008,5,ARE
Angola,2008,5,AGO
Burkina Faso,2008,5,BFA
Chad,2008,5,TCD
Congo,2008,5,COG
Djibouti,2008,5,DJI
Gambia,2008,5,GMB
Lesotho,2008,5,LSO
Malawi,2008,5,MWI
Mozambique,2008,5,MOZ
Bhutan,2008,5,BTN
Bermuda,2008,5,BMU
Belize,2008,5,BLZ
Costa Rica,2008,5,CRI
Dominica,2008,5,DMA
Dominican Republic,2008,5,DOM
Grenada,2008,5,GRD
Guyana,2008,5,GUY
Haiti,2008,5,HTI
Honduras,2008,5,HND
Nicaragua,2008,5,NIC
Panama,2008,5,PAN
Paraguay,2008,5,PRY
Cote d'Ivoire,2008,5,CIV
Korea,2008,5,PRK
Algeria,2008,5,DZA
Azerbaijan,2008,5,AZE
Barbados,2008,5,BRB
Cayman Islands,2008,5,CYM
Cyprus,2008,5,CYP
Madagascar,2008,5,MDG
Montenegro,2008,5,MNE
Qatar,2008,5,QAT
Reunion,2008,5,REU
Sierra Leone,2008,5,SLE
